timestamp,gross_return,net_return,benchmark_return,one_way_turnover,traded_notional,cost,gross_exposure,net_exposure,cash_weight,max_abs_weight,concentration_hhi,rebalanced,decision_eligible,decision_schedule_kind,decision_every_bars,decision_anchor,decision_session,execution_reason,execution_risk_status,execution_risk_forecast_available,execution_risk_observations,pretrade_risk_forecast_annualized,proposed_risk_forecast_pre_annualized,proposed_risk_forecast_post_annualized,executed_risk_forecast_annualized,execution_risk_ceiling_annualized,proposed_runtime_risk_scale,execution_risk_repair_scale,proposed_one_way_turnover,ordinary_rebalance,risk_rebalance_override,constraint_rebalance_override,constraint_repair_one_way,executed_constraint_maximum_error,max_participation,mean_participation
2024-05-20,0.0025039312451218582,0.0022469136442068655,0.00045023037492747381,0.12850880045749635,0.25701760091499271,0.00025701760091499269,1,-5.5511151231257827e-17,0,0.29478768975595371,0.22176508599279598,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.094108950503053734,0.093476917421407971,0.093476917421407971,0.093476917421407971,0.14999999999999999,1,1,0.12850880045749635,True,False,False,0,5.5511151231257827e-17,0.0013254486008298198,0.0003130593303456525
2024-05-21,-0.001439926534338542,-0.0016556554032103046,8.6349141212434781e-05,0.10786443443588134,0.21572886887176268,0.00021572886887176267,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.092393901918931362,0.10195993534572538,0.10195993534572538,0.10195993534572538,0.14999999999999999,1,1,0.10786443443588134,True,False,False,0,0,0.00025933758235770617,0.00014296185829855475
2024-05-22,-0.002279359774595742,-0.0024751038428796192,0.00090393662618078608,0.097872034141938499,0.195744068283877,0.00019574406828387701,1,-5.5511151231257827e-17,0,0.29999999999999999,0.25959416029622684,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10156289428588527,0.095619863861760343,0.095619863861760343,0.095619863861760343,0.14999999999999999,1,1,0.097872034141938499,True,False,False,0,5.5511151231257827e-17,0.00034542654515677679,0.00011359030878950547
2024-05-23,-0.0056052707739013613,-0.0062126521650409123,-0.00093691507870905823,0.30369069556977546,0.60738139113955092,0.00060738139113955091,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.095964487177583269,0.11376905044953618,0.11376905044953618,0.11376905044953618,0.14999999999999999,1,1,0.30369069556977546,True,False,False,0,0,0.0021584097898822647,0.00052191028556264763
2024-05-24,-0.0061477423567204044,-0.0068227518397201564,0.00099778126865177996,0.33750474149987592,0.67500948299975183,0.00067500948299975181,1,0,0,0.29331957475885789,0.22165166073572012,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.11196898445113496,0.10000840486237689,0.10000840486237689,0.10000840486237689,0.14999999999999999,1,1,0.33750474149987592,True,False,False,0,0,0.0013574381898796633,0.00065653510979127565
2024-05-27,0.015284613713384899,0.01442676445557292,0.0003432376951061361,0.42892462890598926,0.85784925781197852,0.00085784925781197852,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10020484500237402,0.083871211039036817,0.083871211039036817,0.083871211039036817,0.14999999999999999,1,1,0.42892462890598926,True,False,False,0,0,0.0025005788689368359,0.00082017973229532397
2024-05-28,0.010625829262780393,0.0103226001683119,-0.00090203700292697741,0.15161454723424594,0.30322909446849189,0.00030322909446849191,1,5.5511151231257827e-17,0,0.27659675444362508,0.2524994472299209,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.087258915557953093,0.094226078596786389,0.094226078596786389,0.094226078596786389,0.14999999999999999,1,1,0.15161454723424594,True,False,False,4.163336342344337e-17,5.5511151231257827e-17,0.00054208762280630297,0.00022495721010676228
2024-05-29,-0.0044520170219910331,-0.0044625311301358167,0.00036417015976542038,0.005257054072391798,0.010514108144783596,1.0514108144783596e-05,0.98055026512899301,0,0.019449734871006985,0.2725218212127678,0.24284735562769522,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.095537092106920907,0.095137181752222466,0.095137181752222466,0.094483559464192637,0.14999999999999999,1,1,0.019586139573093797,False,False,True,0.005257054072391798,0,0.00015268989959437638,2.7051843518456004e-05
2024-05-30,0.0065406848556783231,0.0063785043042137099,0.0011075071646706922,0.081090275732306483,0.16218055146461297,0.00016218055146461296,1,-2.7755575615628914e-17,0,0.29999999999999999,0.2552634481576011,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.094790326311791573,0.091677343544377538,0.091677343544377538,0.091677343544377538,0.14999999999999999,1,1,0.081090275732306483,True,False,False,0,2.7755575615628914e-17,0.0010384993051122421,0.0002140500957643847
2024-05-31,0.0037358514687717078,0.003358691185130964,8.8178517780331233e-05,0.18858014182037197,0.37716028364074394,0.00037716028364074395,1,-5.5511151231257827e-17,0,0.29999999999999999,0.22721557553724925,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.091397944532229158,0.09467483476038667,0.09467483476038667,0.09467483476038667,0.14999999999999999,1,1,0.18858014182037197,True,False,False,0,5.5511151231257827e-17,0.00080976543440205951,0.00023392062589107731
2024-06-03,0.0023399536233208811,0.0023343963684688521,0.0014782828862823225,0.0027786274260146043,0.0055572548520292087,5.5572548520292085e-06,0.99440232799674733,-1.3877787807814457e-17,0.0055976720032526739,0.29999999999999999,0.22536106151783611,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.094303328183011709,0.094379440562086289,0.094379440562086289,0.093781574308294632,0.14999999999999999,1,1,0.0064756710544192908,False,False,True,0.0027786274260146043,1.3877787807814457e-17,2.2068630215051094e-05,4.3043244274373826e-06
2024-06-04,-0.0067402442239326756,-0.0067425787149552694,-0.00029000750875679559,0.0011672455112969327,0.0023344910225938653,2.3344910225938655e-06,0.98854244789598567,-1.3877787807814457e-17,0.011457552104014335,0.29860902475710804,0.22247346072359134,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.092605547226838392,0.093471939656550262,0.093471939656550262,0.092373269459363541,0.14999999999999999,1,1,0.0068787533010860116,False,False,True,0.0011672455112969327,1.3877787807814457e-17,1.857817210140768e-05,3.9948306752526393e-06
2024-06-05,0.005031206882908144,0.00487418955354084,-0.00089143367746865199,0.078508664683651974,0.15701732936730395,0.00015701732936730396,1,-5.5511151231257827e-17,0,0.29999999999999999,0.25644572076815453,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.094413556709367852,0.10095434377785262,0.10095434377785262,0.10095434377785262,0.14999999999999999,1,1,0.078508664683651974,True,False,False,0,5.5511151231257827e-17,0.00022930779218400616,0.00010056322826144286
2024-06-06,-0.0027419895087748094,-0.002746995529332631,0.0012857144702769403,0.0025030102789107972,0.0050060205578215944,5.0060205578215948e-06,0.99158326712580547,2.7755575615628914e-17,0.0084167328741945324,0.29734133706626931,0.25235308472121187,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.10064581806381737,0.10069416451421379,0.10069416451421379,0.10017876764450923,0.14999999999999999,1,1,0.0062439648340391757,False,False,True,0.0025030102789107972,2.7755575615628914e-17,1.5475263927640464e-05,5.1155810490330732e-06
2024-06-07,-0.0069098866025370832,-0.0072975061273171504,0.00092083063754677685,0.19380976239003375,0.3876195247800675,0.00038761952478006751,1,2.7755575615628914e-17,0,0.28785601583615961,0.24042608122257522,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10028615097203258,0.089648791145597817,0.089648791145597817,0.089648791145597817,0.14999999999999999,1,1,0.19380976239003375,True,False,False,0,2.7755575615628914e-17,0.0010922748327076889,0.000348244784665764
2024-06-10,0.0093068104157645604,0.0091755918770591166,0.0021865828062965034,0.065609269352722058,0.13121853870544412,0.00013121853870544411,1.0000000000000002,8.3266726846886741e-17,-2.2204460492503131e-16,0.29999999999999999,0.24399207247858834,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.090516804835435269,0.087758157530393385,0.087758157530393385,0.087758157530393385,0.14999999999999999,1,1,0.065609269352722058,True,False,False,4.5102810375396984e-17,0,0.00051100029817559246,0.00011042360261972952
2024-06-11,-0.0053983462326077439,-0.0063586598622087107,0.0005637053557342454,0.48015681480048328,0.96031362960096656,0.0009603136296009666,1,-2.7755575615628914e-17,0,0.2798477857408469,0.22570945741098161,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.089842037656454751,0.090863185266297525,0.090863185266297525,0.090863185266297525,0.14999999999999999,1,1,0.48015681480048328,True,False,False,3.4694469519536142e-17,5.5511151231257827e-17,0.0018837795329187249,0.00067524262867644635
2024-06-12,-0.0069342855319134986,-0.0075000352061471275,0.00089130939519541953,0.28287483711681438,0.56574967423362876,0.00056574967423362872,1,-2.7755575615628914e-17,0,0.29999999999999999,0.25510399879364914,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.090996427241737218,0.097859114808431069,0.097859114808431069,0.097859114808431069,0.14999999999999999,1,1,0.28287483711681438,True,False,False,0,2.7755575615628914e-17,0.0016815356131669296,0.00061309223854754736
2024-06-13,0.0034876896920792051,0.0022900985466938364,0.0012404478486110109,0.59879557269268435,1.1975911453853687,0.0011975911453853687,0.99999999999999989,5.5511151231257827e-17,1.1102230246251565e-16,0.29779914808932118,0.22051446872771496,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10114660502417558,0.091077912409781039,0.091077912409781039,0.091077912409781039,0.14999999999999999,1,1,0.59879557269268435,True,False,False,0,5.5511151231257827e-17,0.0029074547904242324,0.00097486005227663455
2024-06-14,-0.0050010356655169411,-0.0052101112370680413,0.00097303765023143472,0.10453778577555009,0.20907557155110018,0.00020907557155110018,1,0,0,0.29901090546297693,0.22166146409699977,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.08593592161391389,0.084634965664367526,0.084634965664367526,0.084634965664367526,0.14999999999999999,1,1,0.10453778577555009,True,False,False,0,0,0.00081773560319428357,0.00024000870294779993
2024-06-17,-0.0035843226332502591,-0.0041716215688115382,0.0017738946450884068,0.29364946778063938,0.58729893556127877,0.00058729893556127872,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.086414042519400436,0.096412119252866538,0.096412119252866538,0.096412119252866538,0.14999999999999999,1,1,0.29364946778063938,True,False,False,0,0,0.0016319891327246999,0.00058690927514556891
2024-06-18,-0.016831895710870147,-0.017241859571378703,0.0024950800571540968,0.20498193025427858,0.40996386050855715,0.00040996386050855716,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.097565943536815303,0.089223963400237846,0.089223963400237846,0.089223963400237846,0.14999999999999999,1,1,0.20498193025427858,True,False,False,0,0,0.00048934837913265107,0.00011658185873873849
2024-06-19,0.0001905193806872651,-0.0006593633724134196,-0.00041963994530539773,0.42494137655034236,0.84988275310068473,0.00084988275310068472,1,-5.5511151231257827e-17,0,0.29999999999999999,0.22212414311068851,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.09727754878623536,0.081405287459619405,0.081405287459619405,0.081405287459619405,0.14999999999999999,1,1,0.42494137655034236,True,False,False,0,5.5511151231257827e-17,0.0023732315735543125,0.00072346514633971591
2024-06-20,0.012875815011789632,0.012301618321856273,4.4680558296520579e-05,0.28709834496667952,0.57419668993335904,0.00057419668993335905,1,5.5511151231257827e-17,0,0.29999999999999999,0.2370308211921392,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.081885840523364964,0.083316734960074093,0.083316734960074093,0.083316734960074093,0.14999999999999999,1,1,0.28709834496667952,True,False,False,0,5.5511151231257827e-17,0.0012383440365509181,0.00054981283107775794
2024-06-21,0.0033437397775150706,0.0032304417932606088,0.001389478493775113,0.056648992127230978,0.11329798425446196,0.00011329798425446196,1,-2.7755575615628914e-17,0,0.25159160304858419,0.23113974736077325,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.08392321200555522,0.089753256752874877,0.089753256752874877,0.089753256752874877,0.14999999999999999,1,1,0.056648992127230978,True,False,False,0,2.7755575615628914e-17,0.00037839262081605982,8.2925619074489002e-05
2024-06-24,0.0078474280782154376,0.0078440954817732087,-0.00011202977815240785,0.0016662982211143665,0.003332596442228733,3.3325964422287329e-06,0.99845198129898427,5.5511151231257827e-17,0.0015480187010157298,0.25434580575436372,0.23065624080384173,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.088332757380779947,0.089746529301143185,0.089746529301143185,0.08808752230054212,0.14999999999999999,1,1,0.021634540969894638,False,False,True,0.0016662982211143665,5.5511151231257827e-17,5.1558090461329383e-06,1.7000230893261588e-06
2024-06-25,-0.0071059766305108796,-0.0071137629559601383,0.00011415873559761341,0.003893162724629428,0.007786325449258856,7.7863254492588556e-06,0.98208384165108276,-2.7755575615628914e-17,0.017916158348917244,0.24946980153257239,0.22341652675182017,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.088586674934749338,0.091499024349817507,0.091499024349817507,0.088002554885759948,0.14999999999999999,1,1,0.032944265301062425,False,False,True,0.003893162724629428,2.7755575615628914e-17,1.7945348794217987e-05,6.1997648009281538e-06
2024-06-26,0.011721976787598785,0.011348801901167709,-0.0014183982985614405,0.18658744321553827,0.37317488643107655,0.00037317488643107659,0.99999999999999989,0,1.1102230246251565e-16,0.26558515381398512,0.20567954385065559,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.090385465431570222,0.092482177809650762,0.092482177809650762,0.092482177809650762,0.14999999999999999,1,1,0.18658744321553827,True,False,False,0,0,0.0039582158901900286,0.00096662154959581761
2024-06-27,-0.010679670599265115,-0.010937280764235143,0.00017172099319238499,0.12880508248501327,0.25761016497002653,0.00025761016497002654,1,0,0,0.29999999999999999,0.25630197571775604,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.093936892632331195,0.10714177155372716,0.10714177155372716,0.10714177155372716,0.14999999999999999,1,1,0.12880508248501327,True,False,False,0,0,0.0012670047049304347,0.00062456552160328226
2024-06-28,0.0091773472743515421,0.0091665523171653961,-0.00060578795969297883,0.005397478593073185,0.01079495718614637,1.0794957186146369e-05,0.99806882856004453,5.5511151231257827e-17,0.0019311714399554702,0.29850071664079436,0.25511591452985627,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.11052255520050286,0.10935444387236891,0.10935444387236891,0.10905942277271057,0.14999999999999999,1,1,0.0056227505515637488,False,False,True,0.005397478593073185,5.5511151231257827e-17,0.00010998712266716414,2.0408938426700851e-05
2024-07-01,-0.002892179674006783,-0.0029012735634991885,-0.0014497869413571671,0.0045469447462026524,0.0090938894924053049,9.0938894924053051e-06,0.97485083605134348,-5.5511151231257827e-17,0.025149163948656517,0.28992898491213426,0.24331523525660714,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.10904637645417531,0.11094193381610662,0.11094193381610662,0.10811733981989323,0.14999999999999999,1,1,0.0083900598919051383,False,False,True,0.0045469447462026524,5.5511151231257827e-17,4.1347434649281121e-05,1.1201056339631113e-05
2024-07-02,0.00068081244423498488,0.00017657091730223094,0.00031494910321046776,0.25212076346637702,0.50424152693275404,0.00050424152693275394,1,0,0,0.29999999999999999,0.23278072226512481,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10719149722388824,0.10294689094641317,0.10294689094641317,0.10294689094641317,0.14999999999999999,1,1,0.25212076346637702,True,False,False,0,0,0.0080258550688767447,0.0019700485201441771
2024-07-03,-0.0079166039288032283,-0.0081553322681753668,-0.00086504490485378417,0.11936416968606905,0.23872833937213811,0.00023872833937213809,1,0,0,0.29999999999999999,0.23647665893469544,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10237203427216712,0.10435233672861133,0.10435233672861133,0.10435233672861133,0.14999999999999999,1,1,0.11936416968606905,True,False,False,0,0,0.0025843006940246844,0.00064483033228996268
2024-07-04,0.0086852369716908743,0.0081701151277530377,-0.0010111380936656906,0.257560921968918,0.515121843937836,0.00051512184393783596,1,5.5511151231257827e-17,0,0.27757726317449916,0.20933958891204124,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10431570593574802,0.098664598501469511,0.098664598501469511,0.098664598501469511,0.14999999999999999,1,1,0.257560921968918,True,False,False,4.8572257327350599e-17,2.7755575615628914e-17,0.006454365127288939,0.0015108075391700915
2024-07-05,-0.002690056228932564,-0.0028928060012172636,-0.002154879969988921,0.10137488614234982,0.20274977228469965,0.00020274977228469963,1,5.5511151231257827e-17,0,0.29999999999999999,0.21813348391596138,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.099300944257308482,0.093582996288853817,0.093582996288853817,0.093582996288853817,0.14999999999999999,1,1,0.10137488614234982,True,False,False,0,5.5511151231257827e-17,0.00061078868090476944,0.00031395436911785593
2024-07-08,-0.003032802365827765,-0.0039040374184002671,0.00078726153683914956,0.43561752628625106,0.87123505257250211,0.00087123505257250217,1,0,0,0.29999999999999999,0.25993989082386554,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.093163273238759461,0.10526074853159009,0.10526074853159009,0.10526074853159009,0.14999999999999999,1,1,0.43561752628625106,True,False,False,0,0,0.0083234878148715288,0.0023788729132240439
2024-07-09,-0.0047383613983689775,-0.0052527404405493285,-0.00015044406728418686,0.25718952109017557,0.51437904218035113,0.00051437904218035115,1,-5.5511151231257827e-17,0,0.29999999999999999,0.23863149097041916,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10453728565319123,0.096283968401693273,0.096283968401693273,0.096283968401693273,0.14999999999999999,1,1,0.25718952109017557,True,False,False,4.163336342344337e-17,2.7755575615628914e-17,0.0026255266413112207,0.0010728461279810063
2024-07-10,0.0057309601665086239,0.0055350348789157877,-0.00062546341849872866,0.09796264379641792,0.19592528759283584,0.00019592528759283586,1,-5.5511151231257827e-17,0,0.29634606742812969,0.23736686781352054,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.096681011657322541,0.097101077302395616,0.097101077302395616,0.097101077302395616,0.14999999999999999,1,1,0.09796264379641792,True,False,False,4.163336342344337e-17,0,0.0013257130200294402,0.00044777318078699111
2024-07-11,0.007622284986318153,0.0072052869646527691,-0.0023734989048125876,0.20849901083269198,0.41699802166538397,0.00041699802166538397,1,2.7755575615628914e-17,0,0.29999999999999999,0.23952752497075228,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.096021528313118235,0.099455902491550854,0.099455902491550854,0.099455902491550854,0.14999999999999999,1,1,0.20849901083269198,True,False,False,0,2.7755575615628914e-17,0.0014245520563479718,0.00068479280097376598
2024-07-12,0.0069742018155372456,0.0069666371902804497,-0.0025855125312918559,0.0037823126283980935,0.0075646252567961869,7.5646252567961869e-06,0.98242559223357084,2.7755575615628914e-17,0.017574407766429156,0.29580417870634562,0.23140239008371682,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.094994070208852505,0.095949334621638641,0.095949334621638641,0.094214918271051606,0.14999999999999999,1,1,0.0055587838511328772,False,False,True,0.0037823126283980935,2.7755575615628914e-17,5.6962143870797032e-05,1.8285643917042993e-05
2024-07-15,-9.7980358492959866e-05,-0.00051065241725933494,-0.00096422199242844132,0.20633602938318757,0.41267205876637514,0.00041267205876637512,1,0,0,0.29999999999999999,0.23185149781666906,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.093550447994484198,0.091674718818785139,0.091674718818785139,0.091674718818785139,0.14999999999999999,1,1,0.20633602938318757,True,False,False,0,0,0.0041013810456373154,0.0011588849643430434
2024-07-16,-0.00067109488241477039,-0.00088410630776843753,-0.00030207159958843088,0.10650571267683356,0.21301142535366713,0.00021301142535366715,0.99999999999999978,-8.3266726846886741e-17,2.2204460492503131e-16,0.29999999999999999,0.24080823242560948,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.089666885145162994,0.094323483100991617,0.094323483100991617,0.094323483100991617,0.14999999999999999,1,1,0.10650571267683356,True,False,False,5.5511151231257827e-17,2.7755575615628914e-17,0.002819791575120678,0.00091561724962637575
2024-07-17,0.0017789247413873444,0.0014984250423115577,-0.00034128904417155947,0.14024984953789338,0.28049969907578676,0.00028049969907578676,1,0,0,0.29999999999999999,0.26000000000000001,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.094703927640188354,0.10342299764919001,0.10342299764919001,0.10342299764919001,0.14999999999999999,1,1,0.14024984953789338,True,False,False,0,0,0.0012405523833447004,0.00037322809956967187
2024-07-18,0.0059789281615176115,0.0056175341920989543,-0.0018066147903090981,0.18069698470932849,0.36139396941865698,0.000361393969418657,1,2.7755575615628914e-17,0,0.29999999999999999,0.23494784233657195,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.1022160290072182,0.086609497866388815,0.086609497866388815,0.086609497866388815,0.14999999999999999,1,1,0.18069698470932849,True,False,False,0,2.7755575615628914e-17,0.0035823821018514642,0.00099851106723424844
2024-07-19,0.00047630170312792025,1.7039877618864677e-05,-0.00034260536865375168,0.22963091275452777,0.45926182550905553,0.00045926182550905557,0.99999999999999989,1.3877787807814457e-17,1.1102230246251565e-16,0.29999999999999999,0.23781163306653175,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.086029195599336084,0.090792141496921983,0.090792141496921983,0.090792141496921983,0.14999999999999999,1,1,0.22963091275452777,True,False,False,0,1.3877787807814457e-17,0.0045229250434272771,0.0015319939426446715
2024-07-22,0.001293104620821195,0.00057073473219186089,-0.00021486500433722436,0.36118494431466708,0.72236988862933416,0.00072236988862933412,0.99999999999999989,-2.7755575615628914e-17,1.1102230246251565e-16,0.29999999999999999,0.21640880150755745,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.090444223501012319,0.094527573679452997,0.094527573679452997,0.094527573679452997,0.14999999999999999,1,1,0.36118494431466708,True,False,False,0,2.7755575615628914e-17,0.003007444777110976,0.001711531395948706
2024-07-23,-0.0031623974422878452,-0.0033682128491187048,-0.001209600230572057,0.10290770341542987,0.20581540683085975,0.00020581540683085975,1,2.7755575615628914e-17,0,0.29999999999999999,0.22145305883886016,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.093081392360922485,0.08484000505881556,0.08484000505881556,0.08484000505881556,0.14999999999999999,1,1,0.10290770341542987,True,False,False,0,2.7755575615628914e-17,0.0012719162596519322,0.00042216288009733595
2024-07-24,0.0065371260338639783,0.0058091992132113558,-0.0014114045696274613,0.36396341032631119,0.72792682065262238,0.00072792682065262241,1,-5.5511151231257827e-17,0,0.29999999999999999,0.21629322058959019,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.08582371005980402,0.09856726810516768,0.09856726810516768,0.09856726810516768,0.14999999999999999,1,1,0.36396341032631119,True,False,False,0,5.5511151231257827e-17,0.0028086811228208775,0.0013270304135248791
2024-07-25,0.0034085054359728121,0.0034020107664124127,-0.0012086619388470368,0.0032473347801996837,0.0064946695603993673,6.4946695603993671e-06,0.98501335573277959,-6.9388939039072284e-18,0.014986644267220406,0.29649189324856062,0.20978713846787994,True,True,every-bars,1,dataset-start,dataset,mandate_constraint_override,constraint_repaired,True,60,0.097059984280504316,0.097184026040848109,0.097184026040848109,0.096398766701001157,0.14999999999999999,1,1,0.0099993351984106887,False,False,True,0.0032473347801996837,6.9388939039072284e-18,8.7246268944031743e-05,2.3840817196571207e-05
2024-07-26,2.6907474009198746e-05,-0.00060619119307967102,-0.00086055191129965247,0.31654933354443482,0.63309866708886964,0.00063309866708886973,1,6.9388939039072284e-17,0,0.26096031256242347,0.19935092732031365,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.096143658925784276,0.10399521422388193,0.10399521422388193,0.10399521422388193,0.14999999999999999,1,1,0.31654933354443482,True,False,False,4.8572257327350599e-17,0,0.0019556329793010249,0.0013658058052130493
2024-07-29,-0.0027499233414882019,-0.0032184952135274228,0.00031360480747350022,0.2342859360196104,0.46857187203922079,0.00046857187203922077,1,-5.5511151231257827e-17,0,0.29651534751262498,0.21203919811184851,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.10189670647426589,0.096875085619410994,0.096875085619410994,0.096875085619410994,0.14999999999999999,1,1,0.2342859360196104,True,False,False,0,5.5511151231257827e-17,0.0025327850619560662,0.00079959761143167578
2024-07-30,0.0023762934721689088,0.0015310549017572865,0.00043014949769348799,0.42261928520581116,0.84523857041162231,0.00084523857041162223,1,-8.3266726846886741e-17,0,0.28886682641018613,0.21687948905599375,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.097935126592956473,0.091161204827226811,0.091161204827226811,0.091161204827226811,0.14999999999999999,1,1,0.42261928520581116,True,False,False,4.5102810375396984e-17,0,0.0044709979093439699,0.0019551288390665189
2024-07-31,0.00068438171392837558,0.00046504272246655569,-0.00045557553378588968,0.10966949573090996,0.21933899146181993,0.00021933899146181992,1,-4.163336342344337e-17,0,0.28967110510959809,0.22397438929489216,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.089860816874790986,0.09317326916327838,0.09317326916327838,0.09317326916327838,0.14999999999999999,1,1,0.10966949573090996,True,False,False,4.5102810375396984e-17,5.5511151231257827e-17,0.0020703549254101942,0.00052549069777131868
2024-08-01,0.0041390781235083008,0.0039231395024205105,-0.00076090536424749933,0.10796931054389515,0.2159386210877903,0.00021593862108779032,0.99999999999999989,-2.7755575615628914e-17,1.1102230246251565e-16,0.29407583303739476,0.22536039425259227,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.092673614802247381,0.086843149371765405,0.086843149371765405,0.086843149371765405,0.14999999999999999,1,1,0.10796931054389515,True,False,False,0,2.7755575615628914e-17,0.00095568289995632031,0.00033050666872146698
2024-08-02,-0.0044125369525573159,-0.004655780932787114,-0.001575431431243409,0.12162199011489896,0.24324398022979793,0.00024324398022979791,1,-2.7755575615628914e-17,0,0.29999999999999999,0.22754522165250865,True,True,every-bars,1,dataset-start,dataset,rebalance_threshold_met,within_ceiling,True,60,0.082999266387427009,0.09316465013381818,0.09316465013381818,0.09316465013381818,0.14999999999999999,1,1,0.12162199011489896,True,False,False,0,2.7755575615628914e-17,0.0018855437419852436,0.00062216285512769033
